index,Gênero,Idoso,Parceiro,Dependentes,Fidelidade,Churn,Internet,Segurança Online,Backup Online,Proteção no Dispositivo,Suporte Técnico,TV a Cabo,Streaming de Filmes,Serviço Telefônico,Diversas Linhas de Telefone,Contrato,Fatura Online,Método de Pagamento,Despesa Mensal,Despesa Total,Gasto Diário
160,Female,0,Sim,Sim,32,Não,DSL,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Mensal,Não,Bank transfer (automatic),62.45,2045.55,2.07
161,Female,1,Sim,Não,27,Sim,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),75.2,1929.35,2.3
162,Male,0,Não,Não,3,Não,Fibra ótica,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Mensal,Não,Débito eletrônico,90.4,268.45,2.24
163,Male,0,Não,Não,2,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,85.65,181.5,2.02
164,Female,0,Não,Sim,9,Sim,DSL,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Pagamento físico,72.9,651.4,2.17
165,Male,0,Sim,Sim,50,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Dois anos,Sim,Credit card (automatic),70.5,3486.65,2.28
166,Female,0,Sim,Sim,71,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),20.1,1389.6,0.64
167,Male,1,Sim,Não,32,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,74.9,2303.35,2.33
168,Female,0,Sim,Sim,16,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Mensal,Não,Bank transfer (automatic),100.7,1522.7,2.99
169,Female,0,Sim,Sim,67,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),105.65,6717.9,3.29
170,Male,0,Sim,Sim,72,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),114.3,8058.55,3.68
171,Female,0,Não,Não,3,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Débito eletrônico,19.75,58.85,0.49
172,Male,0,Sim,Sim,23,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Um ano,Não,Pagamento físico,24.35,538.5,0.75
173,Male,0,Sim,Sim,72,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Dois anos,Não,Bank transfer (automatic),69.85,5102.35,2.33
174,Male,0,Sim,Sim,7,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Não,Pagamento físico,58.85,465.7,1.94
176,Male,0,Sim,Sim,8,Não,DSL,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Débito eletrônico,54.4,475.1,1.76
177,Male,0,Sim,Sim,66,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Não,Bank transfer (automatic),50.55,3364.55,1.67
178,Male,0,Não,Não,5,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,21.05,113.85,0.63
179,Male,0,Não,Não,49,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),103.7,5036.3,3.36
180,Male,0,Sim,Não,63,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Bank transfer (automatic),19.95,1234.8,0.64
181,Female,1,Sim,Sim,12,Não,DSL,Não,Não,Não,Sim,Não,Não,Não,Sem serviço telefônico,Mensal,Sim,Pagamento físico,29.3,355.9,0.91
182,Male,0,Sim,Sim,27,Não,DSL,Sim,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Credit card (automatic),54.75,1510.3,1.8
183,Female,0,Não,Não,35,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,60.55,1982.6,1.84
184,Female,0,Sim,Sim,54,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,86.2,4524.05,2.74
185,Male,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,95.45,95.45,1.59
186,Male,0,Não,Não,5,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Mensal,Sim,Credit card (automatic),63.95,318.1,1.77
187,Male,0,Não,Não,19,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Um ano,Sim,Bank transfer (automatic),65.35,1231.85,2.05
188,Male,0,Sim,Sim,52,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,Não,Sem serviço telefônico,Dois anos,Não,Pagamento físico,50.2,2554.0,1.61
189,Female,0,Sim,Sim,72,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Sim,Bank transfer (automatic),63.8,4684.3,2.14
190,Male,0,Não,Não,32,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Bank transfer (automatic),20.05,614.45,0.62
191,Female,0,Sim,Não,8,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Mensal,Não,Débito eletrônico,101.15,842.9,3.12
192,Male,0,Não,Não,41,Não,DSL,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Um ano,Não,Pagamento físico,65.0,2531.8,2.01
193,Male,0,Não,Não,5,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,19.25,86.05,0.48
194,Female,0,Não,Sim,11,Não,DSL,Sim,Não,Não,Sim,Não,Não,Não,Sem serviço telefônico,Um ano,Sim,Pagamento físico,36.05,402.6,1.12
195,Male,0,Não,Não,5,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,96.1,453.4,2.52
196,Female,0,Não,Não,16,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Pagamento físico,19.05,326.65,0.64
197,Male,1,Não,Não,71,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Bank transfer (automatic),105.75,7382.85,3.42
198,Female,0,Não,Não,11,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Não,Sem serviço telefônico,Um ano,Sim,Credit card (automatic),40.4,422.6,1.17
199,Female,0,Sim,Sim,61,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,99.15,6010.05,3.23
200,Female,0,Sim,Não,71,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Um ano,Sim,Bank transfer (automatic),84.8,6046.1,2.8
201,Male,0,Não,Não,9,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.85,178.8,0.6
202,Female,0,Não,Não,6,Não,DSL,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,49.45,314.6,1.5
203,Female,0,Não,Não,26,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Bank transfer (automatic),88.8,2274.35,2.81
204,Female,0,Não,Não,6,Não,DSL,Sim,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,55.15,322.9,1.54
205,Male,0,Não,Não,11,Não,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Sim,Não,Mensal,Não,Débito eletrônico,84.8,888.75,2.47
206,Male,0,Sim,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Débito eletrônico,80.55,80.55,1.34
207,Female,0,Sim,Não,49,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Bank transfer (automatic),20.15,973.35,0.65
208,Female,0,Sim,Sim,3,Não,DSL,Não,Sim,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Credit card (automatic),58.7,168.6,1.4
209,Female,0,Não,Não,53,Não,Fibra ótica,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Dois anos,Não,Pagamento físico,99.5,5424.25,3.35
210,Male,0,Sim,Sim,23,Sim,Fibra ótica,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,99.85,2331.3,3.24
211,Male,0,Não,Não,2,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,45.35,89.5,0.99
212,Male,0,Não,Não,1,Sim,DSL,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,48.55,48.55,0.81
213,Male,0,Não,Sim,3,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Sim,Pagamento físico,26.4,121.25,1.01
214,Female,1,Sim,Não,68,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,100.2,6851.65,3.31
215,Male,0,Não,Não,8,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,94.7,740.3,2.74
216,Female,0,Sim,Não,70,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,97.65,6982.5,3.28
217,Male,0,Sim,Sim,39,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Não,Débito eletrônico,100.0,3835.55,3.2
218,Female,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,70.1,70.1,1.17
220,Female,0,Não,Não,3,Sim,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,97.9,315.3,2.63
221,Male,0,Sim,Não,60,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Não,Bank transfer (automatic),102.5,6157.6,3.36
222,Female,0,Sim,Não,5,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,69.95,330.15,1.83
223,Male,1,Não,Não,3,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,81.35,233.7,1.95
224,Female,0,Sim,Não,55,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Um ano,Sim,Credit card (automatic),66.05,3462.1,2.06
225,Male,0,Não,Não,72,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Sim,Credit card (automatic),61.2,4390.25,2.0
226,Male,1,Sim,Não,72,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Dois anos,Não,Bank transfer (automatic),74.4,5360.75,2.45
227,Female,0,Não,Não,41,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,106.3,4443.45,3.53
228,Male,0,Não,Não,60,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Não,Sem serviço telefônico,Dois anos,Não,Bank transfer (automatic),39.6,2424.5,1.32
229,Female,0,Não,Não,6,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Não,Débito eletrônico,89.3,577.6,2.75
230,Female,0,Sim,Não,46,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),108.9,4854.3,3.44
231,Female,0,Não,Não,15,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.9,320.45,0.67
232,Female,0,Sim,Não,58,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),102.1,5885.4,3.33
233,Male,0,Sim,Sim,23,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),19.6,426.65,0.59
234,Female,1,Sim,Sim,31,Sim,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,98.9,2911.3,3.03
235,Male,0,Sim,Não,11,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),45.9,521.9,1.45
236,Female,1,Não,Não,56,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),99.9,5706.3,3.34
237,Female,0,Não,Sim,25,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Credit card (automatic),20.05,471.7,0.6
238,Female,0,Não,Não,68,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Não,Credit card (automatic),64.35,4539.6,2.19
239,Female,0,Não,Não,40,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),19.65,830.25,0.68
240,Male,0,Não,Não,36,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,84.9,3067.2,2.76
241,Male,0,Não,Não,32,Sim,Fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),108.15,3432.9,3.47
242,Male,0,Sim,Sim,71,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Bank transfer (automatic),86.85,6263.8,2.9
243,Male,0,Sim,Não,17,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,102.55,1742.5,3.23
244,Male,0,Sim,Não,18,Não,Fibra ótica,Não,Não,Sim,Sim,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,78.2,1468.75,2.58
245,Female,0,Não,Não,37,Não,Fibra ótica,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Mensal,Não,Bank transfer (automatic),91.2,3382.3,2.97
246,Male,0,Não,Não,2,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.35,46.35,0.52
247,Female,0,Sim,Sim,28,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Um ano,Sim,Bank transfer (automatic),70.4,1992.2,2.29
248,Male,0,Não,Não,9,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Não,Sem serviço telefônico,Um ano,Não,Pagamento físico,39.55,373.0,1.24
249,Female,0,Não,Não,1,Não,DSL,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,50.15,50.15,0.84
250,Male,0,Sim,Não,65,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Credit card (automatic),20.4,1414.45,0.71
251,Female,0,Não,Não,3,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,44.6,122.7,1.02
252,Female,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Sim,Não,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,34.7,34.7,0.58
253,Male,0,Sim,Não,36,Não,Fibra ótica,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,93.6,3366.05,3.03
254,Male,0,Não,Não,23,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,90.6,1943.2,2.7
255,Male,0,Sim,Sim,22,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,57.95,1271.8,1.84
256,Female,0,Sim,Não,72,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Credit card (automatic),112.1,7965.95,3.64
257,Female,0,Sim,Sim,17,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,Débito eletrônico,88.25,1460.65,2.7
258,Female,0,Não,Não,3,Sim,Fibra ótica,Não,Não,Não,Sim,Não,Sim,Sim,Não,Mensal,Não,Débito eletrônico,85.8,272.2,2.27
259,Male,0,Sim,Não,58,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Um ano,Não,Credit card (automatic),60.3,3563.8,2.01
260,Male,0,Sim,Sim,67,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Dois anos,Não,Credit card (automatic),81.35,5398.6,2.65
261,Male,1,Não,Não,34,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Um ano,Sim,Débito eletrônico,99.85,3343.15,3.18
262,Male,0,Não,Não,10,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Credit card (automatic),20.0,198.7,0.6
263,Female,0,Não,Não,69,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),85.35,5897.4,2.81
264,Male,0,Não,Não,40,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Um ano,Não,Credit card (automatic),62.05,2511.55,2.04
265,Male,0,Não,Não,20,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Mensal,Não,Credit card (automatic),64.4,1398.6,2.22
266,Female,0,Sim,Sim,46,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,19.4,967.85,0.69
267,Female,0,Sim,Não,2,Sim,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,74.4,139.4,1.55
268,Female,1,Sim,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,70.45,70.45,1.17
269,Female,0,Sim,Não,72,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),105.0,7589.8,3.47
270,Male,0,Sim,Sim,70,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Credit card (automatic),25.15,1790.15,0.84
271,Female,0,Não,Não,2,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.3,44.4,0.49
272,Male,0,Não,Sim,23,Não,DSL,Não,Sim,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),55.3,1284.2,1.78
273,Male,0,Sim,Não,36,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,95.4,3474.2,3.13
274,Male,1,Sim,Não,59,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),93.85,5574.75,3.1
275,Male,0,Não,Não,67,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),20.5,1430.95,0.7
276,Male,0,Sim,Sim,72,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),105.55,7542.25,3.44
277,Female,0,Não,Não,37,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),101.9,3545.35,3.11
278,Female,0,Sim,Sim,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),24.45,1709.1,0.78
279,Male,0,Sim,Não,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),19.7,1421.9,0.65
280,Male,0,Não,Não,3,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,74.4,229.55,1.91
281,Female,1,Sim,Não,54,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Credit card (automatic),101.5,5373.1,3.26
282,Male,0,Sim,Não,60,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,95.75,5742.9,3.14
283,Female,0,Sim,Não,58,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Credit card (automatic),110.65,6526.65,3.69
284,Female,0,Sim,Não,31,Não,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Bank transfer (automatic),83.85,2674.15,2.79
285,Female,0,Não,Não,3,Não,DSL,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,60.25,170.5,1.42
286,Male,0,Não,Não,55,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Dois anos,Sim,Débito eletrônico,59.2,3175.85,1.89
287,Female,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,44.4,44.4,0.74
288,Male,0,Sim,Não,49,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Credit card (automatic),85.3,4297.95,2.87
289,Male,0,Não,Sim,8,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Pagamento físico,25.5,215.2,0.8
290,Female,1,Não,Não,39,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,99.75,4036.0,3.36
291,Male,0,Sim,Não,66,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Dois anos,Sim,Credit card (automatic),66.1,4428.45,2.2
292,Female,0,Sim,Sim,15,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Pagamento físico,20.55,295.95,0.62
293,Female,0,Sim,Não,51,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,98.85,4947.55,3.17
294,Male,1,Não,Não,9,Não,DSL,Não,Não,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,49.2,447.9,1.49
295,Female,0,Não,Não,1,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.9,20.9,0.35
296,Male,0,Não,Não,25,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Bank transfer (automatic),19.5,516.3,0.66
297,Male,0,Sim,Não,22,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),87.0,1850.65,2.68
298,Male,0,Não,Não,15,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,49.0,749.25,1.56
299,Female,0,Sim,Sim,28,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Um ano,Sim,Bank transfer (automatic),90.1,2598.95,2.99
300,Male,0,Não,Não,3,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Não,Pagamento físico,90.7,237.65,1.98
301,Female,0,Sim,Não,47,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,100.5,4707.1,3.27
302,Female,0,Não,Não,67,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Pagamento físico,85.25,5714.2,2.8
303,Female,1,Não,Não,18,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,74.7,1294.6,2.27
304,Male,0,Sim,Não,62,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Dois anos,Sim,Credit card (automatic),60.15,3753.2,1.99
305,Female,0,Não,Não,41,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,80.55,3263.9,2.59
306,Female,0,Não,Não,44,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Pagamento físico,50.15,2139.1,1.58
307,Female,0,Não,Não,53,Não,Fibra ótica,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Um ano,Sim,Credit card (automatic),94.45,5042.75,3.11
308,Male,0,Sim,Não,48,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Pagamento físico,20.05,1036.0,0.7
309,Female,1,Sim,Não,54,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Bank transfer (automatic),115.6,6431.05,3.9
310,Female,0,Sim,Não,48,Sim,DSL,Sim,Não,Sim,Não,Não,Sim,Não,Sem serviço telefônico,Mensal,Sim,Bank transfer (automatic),45.3,2145.0,1.46
311,Male,0,Não,Não,24,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),99.65,2404.85,3.21
313,Male,0,Não,Não,33,Não,Fibra ótica,Não,Sim,Não,Sim,Não,Não,Sim,Não,Dois anos,Não,Bank transfer (automatic),80.6,2651.1,2.6
314,Male,0,Sim,Não,66,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Débito eletrônico,85.25,5538.35,2.76
315,Female,0,Sim,Sim,3,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,69.55,200.2,1.67
316,Female,0,Não,Não,13,Não,DSL,Não,Não,Sim,Sim,Não,Não,Não,Sem serviço telefônico,Dois anos,Não,Pagamento físico,35.4,450.4,1.07
317,Male,0,Sim,Sim,63,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Não,Credit card (automatic),83.5,5435.0,2.83
318,Female,0,Sim,Sim,23,Sim,Fibra ótica,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,83.8,1900.25,2.64
319,Male,0,Não,Sim,52,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Credit card (automatic),25.6,1334.5,0.84
320,Male,0,Não,Não,3,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Credit card (automatic),20.75,67.1,0.56
